Employee ID,Employee Name,Gender,Email,Band,Date Of Joining,Status,Contact No.,Reporting Manager,Reportees,Tech Area,Project info,\n
210276,N N SIVA SAI CHARAN,M,charan.sai@thundersoft.com,E2,09-08-2021,Active,9822561565,RAJ KUMAR THAVTI  [0210298],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  Basic LDD Audio Video,Mavenir,\n
210277,LINGALA DIVYA,F,divya.lingala@thundersoft.com,E2,16-08-2021,Active,9822561566,DURYODANULA ANIL KUMAR   [0210088],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  Basic LDD  Audio,QC-HYD,\n
210278,Akash Kumar,M,akash.kumar@thundersoft.com,E2,23-08-2021,Resignation,9822561567,DURYODANULA ANIL KUMAR   [0210088],ASISH RANJAN MUNI   [0210100],C - DS -OS  Basic LDD,resigned,\n
210279,DODDA MAHESH,M,mahesh.dodda@thundersoft.com,E1,23-08-2021,Abscond,9822561568,ASISH RANJAN MUNI   [0210100],ASISH RANJAN MUNI   [0210100],C - DS -OS  Basic LDD  Audio,Micron,\n
210280,SHEKH JAFAR HUSAIN,M,jafar.husain@thundersoft.com,E1,23-08-2021,Active,9822561569,ASISH RANJAN MUNI   [0210100],NIKHIL VIHAR BOYAPATI   [0210109],C - DS -OS  Jenkins Pyth Perl B&I,resigned,\n
210281,M Sreekar Bhargav,M,sreekar.bhargav@thundersoft.com,E2,23-08-2021,Active,9822561570,NIKHIL VIHAR BOYAPATI   [0210109],SHANTHI SINDHU   [0210030],C - DS -OS  Basic LDD,Visteon Audio,\n
210283,THIMMIREDDIGARI VIJAY KUMAR REDDY,M,vijay.reddy@thundersoft.com,E1,30-08-2021,Resignation,9822561571,SHANTHI SINDHU   [0210030],SRIVALLI OGURI   [0210023],C - DS -OS  Basic LDD  BSP,resigned,\n
210284,Lajul Soni,M,lajul.soni@thundersoft.com,E2,01-09-2021,Active,9822561572,SRIVALLI OGURI   [0210023],SACHIN BHAYARE   [0210001],C - DS -OS  Basic LDD,QC-HYD,\n
210285,VENU GOSU,F,venu.gosu@thundersoft.com,E2,08-09-2021,Active,9822561573,CHINTALA YOUGHANDHAR   [0210189],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD,MICRON,\n
210286,MD DANISH ALAM,M,danish.alam@thundersoft.com,E1,09-09-2021,Resignation,9822561574,SIDDALINGESH KOOSALAPUR   [0210194],RAJ KUMAR THAVTI  [0210298],C - DS -OS  GIT ADB Python,Visteon Audio,\n
210287,SHOUKATH ALI,M,shoukath.ali@thundersoft.com,E2,13-09-2021,Suspension,9822561575,BATHULA TULASI MAHALAKSHMI  [0210317],KALYANI POLEPEDDY   [0210167],C - DS -OS  GIT,QC-HYD,\n
210288,ALUVALA SAITEJA,M,saiteja.aluvala@thundersoft.com,E1,13-09-2021,Active,9822561576,CHINTALA YOUGHANDHAR   [0210189],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT  ADB Python,MICRON,\n
210289,Ravi Kumar Gupta,M,ravi.gupta@thundersoft.com,E2,13-09-2021,Active,9822561577,BATHULA TULASI MAHALAKSHMI  [0210317],SACHIN BHAYARE   [0210001],C - DS -OS   GIT  ADB Python Perl,QC-BANG,\n
210290,NITISH KUMAR PRADHAN,M,nitish.pradhan@thundersoft.com,E2,13-09-2021,Resignation,9822561578,SIDDALINGESH KOOSALAPUR   [0210194],SACHIN BHAYARE   [0210001],C - DS -OS  GIT  ADB Python Modem Basics embedded concepts in DD,Visteon Audio,\n
210292,ABHISHEK SURESH DHUMAL,M,abhishek.dhumal@thundersoft.com,E1,21-09-2021,Active,9822561579,VIKAS REDDY   [0210022],AKELLA PRASANNA KUMAR [0210108],C - DS -OS  Basic LDD,QC-HYD,\n
210293,GAMIDI ROHITHA,F,rohitha.gamidi@thundersoft.com,E1,27-09-2021,Active,9822561580,DURYODANULA ANIL KUMAR   [0210088],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD,MICRON,\n
210294,Peetala Neelima Priyanka,F,priyanka.neelima@thundersoft.com,E1,27-09-2021,Active,9822561581,DURYODANULA ANIL KUMAR   [0210088],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT ADB Python,MICRON,\n
210295,PAPANABOYINA BALA NARAYANA,M,balanarayana.p@thundersoft.com,E2,27-09-2021,Active,9822561582,SIVARAM KUPPA   [0210110],Ravi Kumar Gupta  [0210289],C - DS -OS  GIT,QC Reqs ,\n
210296,DEVISREE N,F,devisree.n@thundersoft.com,E2,27-09-2021,Active,9822561583,SRIKANTH CHATRADIPALLI   [0210055],BALARAMU NAIDU   [0210058],C - DS -OS  GIT  ADB Python,MICRON,\n
210297,VEMULA KIRANMAI,F,kiranmai.vemula@thundersoft.com,E1,27-09-2021,Active,9822561584,DURYODANULA ANIL KUMAR   [0210088],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS   GIT  ADB Python Perl,MICRON,\n
210298,RAJ KUMAR THAVTI,M,rajkumar.thavti@thundersoft.com,E1,27-09-2021,Active,9822561585,SRIVALLI OGURI   [0210023],SOUMYA RANJAN SUTAR   [0210169],C - DS -OS  GIT  ADB Python Modem Basics embedded concepts in DD,QC-HYD,\n
210299,MUPPIDI SAI KIRAN,M,saikiran.muppidi@thundersoft.com,E1,27-09-2021,Active,9822561586,VIKAS REDDY   [0210022],KARNATI NAGESWARA REDDY [0210171],C - DS -OS   GIT,Visteon Audio,\n
210300,MEESALA V BHANUTEJA,F,bhanuteja.meesala@thundersoft.com,E1 ,29-09-2021,Active,9822561587,SRIVALLI OGURI   [0210023],CHINTALA YOUGHANDHAR   [0210189],C - DS -OS   GIT,QC-HYD,\n
210301,BAGILI SATISH REDDY,M,satish.bagili@thundersoft.com,E2,04-10-2021,Active,9822561588,Ravi Kumar Gupta  [0210289],BATHULA TULASI MAHALAKSHMI  [0210317],C - DS -OS  Basic LDD GIT  Audio,QC-REQS ,\n
210302,Vemala Hima Bindu,F,himabindu.vemala@thundersoft.com,E5,04-10-2021,Active,9822561589,ANURADHA KORRAPATI   [0210002],SACHIN BHAYARE   [0210001],C - DS -OS  GIT,MICRON,\n
210304,DEVARAJ,M,devaraj.nayak@thundersoft.com,E1,25-10-2021,Active,9822561590,DURYODANULA ANIL KUMAR   [0210088],VIJAY KRISHNA NIVARTHI   [0210212],C - DS -OS  GIT,MICRON,\n
210305,VAKA SRIVANI,F,srivani.vaka@thundersoft.com,E6,03-01-2022,Active,9822561591,DURYODANULA ANIL KUMAR   [0210088],Ravi Kumar Gupta  [0210289],C - DS -OS  GIT,Onboarded,\n
210306,SANDEEP JALIPARTHI,M,sandeep.j@thundersoft.com,E6,03-01-2022,Active,9822561592,DURYODANULA ANIL KUMAR   [0210088],SOUMYA RANJAN SUTAR   [0210169],C - DS -OS  ADB GIT Basic LDD,Visteon Audio,\n
210307,MOPIDEVI SIVANAGARAJU,M,sivanagaraju.m@thundersoft.com,E6,03-01-2022,Active,9822561593,DURYODANULA ANIL KUMAR   [0210088],KALYANI POLEPEDDY   [0210167],C - DS -OS  GIT,AMD-HYD,\n
210308,DHAMARASINGI DEVI PRASAD,M,deviprasad.d@thundersoft.com,E3 ,01-11-2021,Active,9822561594,VISWANATH BOMA  [0210403],FARIDA M   [0210179],C - DS -OS  GIT,MICRON,\n
210309,Ashok Phour,M,ashok.phour@thundersoft.com,E3 ,01-11-2021,Active,9822561595,SIVARAM KUPPA   [0210110],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT,Mavenir,\n
210310,CHILUKA HARISH,M,harish.chiluka@thundersoft.com,E2,01-11-2021,Active,9822561596,TELLAPATI REDDAIAH   [0210154],KARNATI NAGESWARA REDDY [0210171],C - DS -OS ADB GIT Basic LDD Audio,Soumya's ODC,\n
210311,VENKATA NAVEEN DORADLA,M,naveen.doradla@thundersoft.com,E6,01-11-2021,Active,9822561597,KALYANI POLEPEDDY   [0210167],SIVARAM KUPPA   [0210110],C - DS -OS  Basic LDD Audio Video,Training,\n
210312,NIKHIL GOWDA T K,M,nikhil.gowda@thundersoft.com,E6,01-11-2021,Active,9822561598,SIDDALINGESH KOOSALAPUR   [0210194],AKELLA PRASANNA KUMAR [0210108],C - DS -OS  Basic LDD  Audio,Visteon Audio,\n
210313,MUCHARLA ABHINAY KUMAR,M,abhinay.mucharla@thundersoft.com,E2,08-11-2021,Resignation,9822561599,SRIVALLI OGURI   [0210023],,C - DS -OS  Basic LDD,Visteon Audio,\n
210314,CHALAPATHIRAO GARA,M,chalapathirao.gara@thundersoft.com,E1,18-11-2021,Suspension,9822561600,SRIVALLI OGURI   [0210023],BALARAMU NAIDU   [0210058],C - DS -OS  Basic LDD  Audio,MICRON,\n
210315,LAVETI HARIKA DEVI,F,harika.laveti@thundersoft.com,E1 ,19-11-2021,Active,9822561601,FARIDA M   [0210179],FARIDA M   [0210179],C - DS -OS  Jenkins Pyth Perl B&I,MICRON,\n
210316,Ganga Sravani,F,sravani.ganga@thundersoft.com,E5,29-11-2021,Active,9822561602,MALA SRINIVAS   [0210076],SIVARAM KUPPA   [0210110],C - DS -OS  Basic LDD,QC-HYD,\n
210317,BATHULA TULASI MAHALAKSHMI,F,tulasi.bathula@thundersoft.com,E2,06-12-2021,Active,9822561603,SUDHARANI PILLAI  [014121],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  Basic LDD  BSP,MICRON,\n
210318,SATLA SANTOSH KUMAR,M,santosh.satla@thundersoft.com,E1 ,13-12-2021,Active,9822561604,SRIVALLI OGURI   [0210023],BALARAMU NAIDU   [0210058],C - DS -OS  Basic LDD,QC-HYD,\n
210319,AKSHATHA H M,F,akshatha.hm@thundersoft.com,E6,13-12-2021,Resignation,9822561605,VAGEESWARI PANCHAGNULA   [0210151],BATHULA TULASI MAHALAKSHMI  [0210317],C - DS -OS  Basic LDD,QC-HYD,\n
210320,Rakshitha S,F,rakshitha.s@thundersoft.com,E6,13-12-2021,Active,9822561606,NARESH JADHAV   [0210456],FARIDA M   [0210179],C - DS -OS  GIT ADB Python,MICRON,\n
210321,SINDHUSHREE J M,F,sindhushree.jm@thundersoft.com,E6,13-12-2021,Active,9822561607,KALYANI POLEPEDDY   [0210167],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT,QC-BANG,\n
210322,TEJASWINI S P,F,tejaswini.sp@thundersoft.com,E6,13-12-2021,Active,9822561608,NARESH JADHAV   [0210456],BALARAMU NAIDU   [0210058],C - DS -OS  GIT  ADB Python,MICRON,\n
210323,GUREDDY CHAKRAPANI REDDY,M,chakrapani.gureddy@thundersoft.com,E6,13-12-2021,Active,9822561609,KALYANI POLEPEDDY   [0210167],AKELLA PRASANNA KUMAR [0210108],C - DS -OS   GIT  ADB Python Perl,QC-HYD,\n
210324,PITCHAMMAGARI GURRAPPA,M,gurrappa.p@thundersoft.com,E6,13-12-2021,Termination,9822561610,KALYANI POLEPEDDY   [0210167],KALYANI POLEPEDDY   [0210167],C - DS -OS  GIT  ADB Python Modem Basics embedded concepts in DD,MICRON,\n
210325,MOHAMMED KHAMAR AHMED ANSARI,M,ansari.ahmed@thundersoft.com,E6,13-12-2021,Active,9822561611,VAGEESWARI PANCHAGNULA   [0210151],FARIDA M   [0210179],C - DS -OS  ADB GIT Basic LDD,MICRON,\n
210326,HARISH R,M,harish.r@thundersoft.com,E6,15-12-2021,Active,9822561612,SIDDALINGESH KOOSALAPUR   [0210194],SACHIN BHAYARE   [0210001],C - DS -OS  GIT,QC Reqs ,\n
210328,PAPANABOINA SURESH BABU,M,sureshbabu.p@thundersoft.com,E2,27-12-2021,Active,9822561613,TELLAPATI REDDAIAH   [0210154],SOUMYA RANJAN SUTAR   [0210169],C - DS -OS  GIT,MICRON,\n
210329,Vaishnavi Aravapalli,F,vaishnavi.aravapalli@thundersoft.com,E6,27-12-2021,Active,9822561614,MAHENDER MUDUPU   [0210031],AKELLA PRASANNA KUMAR [0210108],C - DS -OS  GIT,MICRON,\n
210330,GUDIMETLA NAGAMANI,F,nagamani.gudimetla@thundersoft.com,E5,30-12-2021,Resignation,9822561615,ANURADHA KORRAPATI   [0210002],FARIDA M   [0210179],C - DS -OS ADB GIT Basic LDD Audio,QC-HYD,\n
210331,VUTUKURI NAGA VENKATA HANUMAN SAIKUMAR,M,saikumar.vutukuri@thundersoft.com,E1 ,30-12-2021,Active,9822561616,MONIKA ALEKHYA BOMMISETTI   [0210149],SIVARAM KUPPA   [0210110],C - DS -OS  Basic LDD Audio Video,Visteon Audio,\n
210332,MARINA SANDRA,F,marina.sandra@thundersoft.com,E5,30-12-2021,Active,9822561617,ANURADHA KORRAPATI   [0210002],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  Basic LDD  Audio,QC-HYD,\n
210333,PASUPULETI VENKATESH,M,venkatesh.pasupuleti@thundersoft.com,E6,03-01-2022,Active,9822561618,SRIKANTH CHATRADIPALLI   [0210055],SACHIN BHAYARE   [0210001],C - DS -OS  Basic LDD,QC-REQS ,\n
210334,RAMA KOTIREDDY KEESARA,M,kotireddy.keesara@thundersoft.com,E3 ,03-01-2022,Active,9822561619,DURYODANULA ANIL KUMAR   [0210088],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  Basic LDD  Audio,MICRON,\n
210335,YERRANNAGARI KALYANI,F,kalyani.y@thundersoft.com,E6,10-01-2022,Termination,9822561620,KALYANI POLEPEDDY   [0210167],FARIDA M   [0210179],C - DS -OS  Jenkins Pyth Perl B&I,MICRON,\n
210336,AKASH NAYAK BANOTH,M,akash.nayak@thundersoft.com,E6,10-01-2022,Resignation,9822561621,VAGEESWARI PANCHAGNULA   [0210151],SOUMYA RANJAN SUTAR   [0210169],C - DS -OS  Basic LDD,Onboarded,\n
210337,VASTRALA SHIVASAI,M,shivasai.vastrala@thundersoft.com,E6,10-01-2022,Resignation,9822561622,VAGEESWARI PANCHAGNULA   [0210151],SACHIN BHAYARE   [0210001],C - DS -OS  Basic LDD  BSP,Visteon Audio,\n
210338,KARRI KARTHIK REDDY,M,karthik.karri@thundersoft.com,E6,10-01-2022,Resignation,9822561623,SRIKANTH CHATRADIPALLI   [0210055],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  Basic LDD,AMD-HYD,\n
210339,TATITHURI BABJI,M,babji.tatithuri@thundersoft.com,E6,10-01-2022,Suspension,9822561624,KALYANI POLEPEDDY   [0210167],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD,MICRON,\n
210340,Malreddy Anusha,F,anusha.malreddy@thundersoft.com,E5,11-01-2022,Active,9822561625,ANURADHA KORRAPATI   [0210002],FARIDA M   [0210179],C - DS -OS  GIT ADB Python,Mavenir,\n
210341,KOTLA MAHEMMED ILYAS,M,ilyas.kotla@thundersoft.com,E6,12-01-2022,Termination,9822561626,KARNATI NAGESWARA REDDY [0210171],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  ADB GIT Basic LDD,Soumya's ODC,\n
210342,ANUJ KUMAR SINGH,M,anuj.singh@thundersoft.com,E2,13-01-2022,Active,9822561627,KARNATI NAGESWARA REDDY [0210171],SOUMYA RANJAN SUTAR   [0210169],C - DS -OS  GIT,Training,\n
210343,DHOKI VIJAY KUMAR,M,vijay.dhoki@thundersoft.com,E2,17-01-2022,Resignation,9822561628,CHINTALA YOUGHANDHAR   [0210189],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT,Visteon Audio,\n
210344,N Naveen,M,naveen.n@thundersoft.com,E6,17-01-2022,Termination,9822561629,VAGEESWARI PANCHAGNULA   [0210151],FARIDA M   [0210179],C - DS -OS  GIT,Onboarded,\n
210345,M Divya,F,divya.m@thundersoft.com,E6,17-01-2022,Termination,9822561630,KALYANI POLEPEDDY   [0210167],SIVARAM KUPPA   [0210110],C - DS -OS ADB GIT Basic LDD Audio,MICRON,\n
210346,S MOHAMED ASIQ,M,asiq.mohamed@thundersoft.com,E6,24-01-2022,Active,9822561631,KALYANI POLEPEDDY   [0210167],SACHIN BHAYARE   [0210001],C - DS -OS  Basic LDD Audio Video,MICRON,\n
210347,CHEELI BALU,M,balu.cheeli@thundersoft.com,E6,24-01-2022,Active,9822561632,KALYANI POLEPEDDY   [0210167],SOUMYA RANJAN SUTAR   [0210169],C - DS -OS  Basic LDD  Audio,QC-HYD,\n
210348,MANYAPU BANNYSHA,F,bannysha.manyapu@thundersoft.com,E6,24-01-2022,Active,9822561633,VAGEESWARI PANCHAGNULA   [0210151],SACHIN BHAYARE   [0210001],C - DS -OS  Basic LDD,QC-HYD,\n
210349,PONNAPATI CHANDRA SEKHAR REDDY,M,chandrasekhar.p@thundersoft.com,E6,24-01-2022,Active,9822561634,VIJAY KRISHNA NIVARTHI   [0210212],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  Basic LDD  Audio,QC-HYD,\n
210350,EDIGA HAREESH,M,hareesh.ediga@thundersoft.com,E6,24-01-2022,Resignation,9822561635,SRIKANTH CHATRADIPALLI   [0210055],KALYANI POLEPEDDY   [0210167],C - DS -OS  Jenkins Pyth Perl B&I,Resigned,\n
210351,POTHINEEDI HARIKA,F,harika.p@thundersoft.com,E6,24-01-2022,Active,9822561636,SRIKANTH CHATRADIPALLI   [0210055],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS  Basic LDD,Mavenir,\n
210352,NANDHYALA KAVITHA,F,kavitha.n@thundersoft.com,E6,24-01-2022,Termination,9822561637,VAGEESWARI PANCHAGNULA   [0210151],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD  BSP,Micron,\n
210353,NIDUMOLU KEERTHANA,F,keerthana.n@thundersoft.com,E6,24-01-2022,Active,9822561638,VAGEESWARI PANCHAGNULA   [0210151],SACHIN BHAYARE   [0210001],C - DS -OS  Basic LDD,Bench,\n
210354,KIRAN B S,M,kiran.bs@thundersoft.com,E6,24-01-2022,Suspension,9822561639,VAGEESWARI PANCHAGNULA   [0210151],SIDDALINGESH KOOSALAPUR   [0210194],C - DS -OS  Basic LDD,QC-HYD,\n
210355,KALLEPALLI KRISHNAVENI,F,krishnaveni.k@thundersoft.com,E6,24-01-2022,Active,9822561640,VAGEESWARI PANCHAGNULA   [0210151],SIVARAM KUPPA   [0210110],C - DS -OS  GIT ADB Python,QC-HYD,\n
210356,GUDIYA NAVEEN,M,naveen.gudiya@thundersoft.com,E6,24-01-2022,Active,9822561641,KARNATI NAGESWARA REDDY [0210171],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  Basic LDD Audio Video,QC-HYD,\n
210357,R NIKHITHA,F,nikhitha.r@thundersoft.com,E6,24-01-2022,Termination,9822561642,VAGEESWARI PANCHAGNULA   [0210151],Ashok Phour  [0210309],C - DS -OS  Basic LDD  Audio,QC-HYD,\n
210358,SIDDOJU RAKESH,M,rakesh.siddoju@thundersoft.com,E6,24-01-2022,Active,9822561643,VAGEESWARI PANCHAGNULA   [0210151],SHANTHI SINDHU   [0210030],C - DS -OS  Basic LDD,QC-HYD,\n
210359,ROKITH R,M,rokith.r@thundersoft.com,E6,24-01-2022,Active,9822561644,KALYANI POLEPEDDY   [0210167],SACHIN BHAYARE   [0210001],C - DS -OS  Basic LDD  Audio,QC-HYD,\n
210360,HYLE SAI MOHAN,M,saimohan.hyle@thundersoft.com,E6,24-01-2022,Active,9822561645,VAGEESWARI PANCHAGNULA   [0210151],VIKAS REDDY   [0210022],C - DS -OS  Jenkins Pyth Perl B&I,Visteon Audio,\n
210361,KOMATIGUNTA SAI TEJA,M,saiteja.k@thundersoft.com,E6,24-01-2022,Suspension,9822561646,VAGEESWARI PANCHAGNULA   [0210151],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD,QC-HYD,\n
210362,KAPLAI SANGEETH KUMAR,F,sangeeth.kaplai@thundersoft.com,E6,24-01-2022,Resignation,9822561647,VAGEESWARI PANCHAGNULA   [0210151],SIDDALINGESH KOOSALAPUR   [0210194],C - DS -OS  Basic LDD  BSP,Resigned,\n
210364,MULA SHRAVANI,F,shravani.mula@thundersoft.com,E6,24-01-2022,Active,9822561648,VAGEESWARI PANCHAGNULA   [0210151],SHANTHI SINDHU   [0210030],C - DS -OS  Basic LDD,Onboarded,\n
210365,KUPPADAPU VENKATA SNEHA,F,sneha.k@thundersoft.com,E6,24-01-2022,Active,9822561649,KALYANI POLEPEDDY   [0210167],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS  Basic LDD,Visteon Audio,\n
210366,SUDHAKAR S N,M,sudhakar.sn@thundersoft.com,E6,24-01-2022,Active,9822561650,SRIKANTH CHATRADIPALLI   [0210055],VIKAS REDDY   [0210022],C - DS -OS  GIT ADB Python,QC-HYD,\n
210367,SHAIK TAIBA BANU,F,taiba.banu@thundersoft.com,E6,24-01-2022,Termination,9822561651,SRIVALLI OGURI   [0210023],SACHIN BHAYARE   [0210001],C - DS -OS  ADB GIT Basic LDD,QC-HYD,\n
210368,YASHASWINI M,F,yashaswini.m@thundersoft.com,E6,24-01-2022,Active,9822561652,SRIKANTH CHATRADIPALLI   [0210055],SIDDALINGESH KOOSALAPUR   [0210194],C - DS -OS  GIT,QC-HYD,\n
210369,KOPPU YOGENDER,M,yogender.koppu@thundersoft.com,E6,24-01-2022,Active,9822561653,VAGEESWARI PANCHAGNULA   [0210151],Ashok Phour  [0210309],C - DS -OS  GIT,Mavenir,\n
210370,MOHD YOUSUF,M,yousuf.mohd@thundersoft.com,E6,24-01-2022,Active,9822561654,VAGEESWARI PANCHAGNULA   [0210151],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT,Visteon Audio,\n
210371,NARREDLA MANOJ KUMAR,M,manoj.n@thundersoft.com,E6,24-01-2022,Active,9822561655,SRIKANTH CHATRADIPALLI   [0210055],SHANTHI SINDHU   [0210030],C - DS -OS ADB GIT Basic LDD Audio,Micron,\n
210372,RAHUL POPAT SHIRSATH,M,rahul.popta@thundersoft.com,E6,24-01-2022,Active,9822561656,SRIKANTH CHATRADIPALLI   [0210055],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS  Basic LDD Audio Video,QC-HYD,\n
210373,ANUSHA J,F,anusha.j@thundersoft.com,E6,24-01-2022,Active,9822561657,VAGEESWARI PANCHAGNULA   [0210151],SIVARAM KUPPA   [0210110],C - DS -OS  Basic LDD  Audio,QC-HYD,\n
210374,BIRAJU MADHAVI,F,madhavi.biraju@thundersoft.com,E6,24-01-2022,Suspension,9822561658,VAGEESWARI PANCHAGNULA   [0210151],SACHIN BHAYARE   [0210001],C - DS -OS  Basic LDD,Team Change,\n
210375,G KUSUMA,F,kusuma.g@thundersoft.com,E6,27-01-2022,Active,9822561659,SRIKANTH CHATRADIPALLI   [0210055],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD  Audio,Onboarded,\n
210378,ARJI GOPI,M,gopi.arji@thundersoft.com,E1,31-01-2022,Active,9822561660,SRIVALLI OGURI   [0210023],Ashok Phour  [0210309],C - DS -OS  Jenkins Pyth Perl B&I,QC-HYD,\n
210379,TANMAY KUMAR MISHRA,M,tanmay.mishra@thundersoft.com,E1 ,31-01-2022,Resignation,9822561661,SRIVALLI OGURI   [0210023],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  Basic LDD,Resigned,\n
210382,Shubham Ananta Diwane,M,shubham.diwane@thundersoft.com,E6,03-02-2022,Active,9822561662,KALYANI POLEPEDDY   [0210167],Ashok Phour  [0210309],C - DS -OS  Basic LDD  BSP,QC-HYD,\n
210383,JAGADEVAN V,M,jagadevan.v@thundersoft.com,E5,07-02-2022,Suspension,9822561663,SIDDALINGESH KOOSALAPUR   [0210194],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS  Basic LDD,Visteon Audio,\n
210384,Janaki Ramaiah Thota,F,janakiramaiah.thota@thundersoft.com,E3,07-02-2022,Active,9822561664,CHINTALA YOUGHANDHAR   [0210189],SACHIN BHAYARE   [0210001],C - DS -OS  Basic LDD,Team Change,\n
210385,Vemuri Malathi,F,malathi.vemuri@thundersoft.com,E1,07-02-2022,Active,9822561665,SRIVALLI OGURI   [0210023],KALYANI POLEPEDDY   [0210167],C - DS -OS  GIT ADB Python,QC-HYD,\n
210386,SHUBHAM SINGH BAGHEL,M,shubham.baghel@thundersoft.com,E2,07-02-2022,Termination,9822561666,KALYANI POLEPEDDY   [0210167],SIDDALINGESH KOOSALAPUR   [0210194],C - DS -OS  Basic LDD Audio Video,QC-HYD,\n
210387,GAYATHRI TIRUVEEDULA,F,gayathri.t@thundersoft.com,E6,04-07-2022,Active,9822561667,SRIKANTH CHATRADIPALLI   [0210055],SIVARAM KUPPA   [0210110],C - DS -OS  Basic LDD  Audio,Onboarded,\n
210389,GORANTLA ADINARAYANA,M,adinarayana.g@thundersoft.com,E6,27-06-2022,Active,9822561668,DURYODANULA ANIL KUMAR   [0210088],Ashok Phour  [0210309],C - DS -OS  Basic LDD,Team Change,\n
210390,GANGIREDDY ABHISHEK REDDY,M,abhishek.g@thundersoft.com,E1,14-02-2022,Resignation,9822561669,SRIVALLI OGURI   [0210023],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS  Basic LDD  Audio,Resigned,\n
210391,Khizer Javeed Quazi,M,khizer.quazi@thundersoft.com,E1,14-02-2022,Active,9822561670,SRIVALLI OGURI   [0210023],SHANTHI SINDHU   [0210030],C - DS -OS  Jenkins Pyth Perl B&I,TEAM CHANGE,\n
210392,Kavya VB,F,kavya.vb@thundersoft.com,E6,14-02-2022,Active,9822561671,SRIKANTH CHATRADIPALLI   [0210055],ASISH RANJAN MUNI   [0210100],C - DS -OS  Basic LDD,QC-HYD,\n
210395,VANUKURU VENKATA SARADA RAJYA LAKSHMI,F,sarada.vanukuru@thundersoft.com,E6,04-07-2022,Active,9822561672,SRIKANTH CHATRADIPALLI   [0210055],SACHIN BHAYARE   [0210001],C - DS -OS  Basic LDD  BSP,QC-HYD,\n
210397,Pamu Kiranmayi,F,kiranmayi.p@thundersoft.com,E1,29-03-2022,Active,9822561673,Ravi Kumar Gupta  [0210289],SIDDALINGESH KOOSALAPUR   [0210194],C - DS -OS  Basic LDD,Bench-Resourses,\n
210398,NARISETTY HARINI,F,harini.narisetty@thundersoft.com,E6,04-07-2022,Active,9822561674,SRIKANTH CHATRADIPALLI   [0210055],SIDDALINGESH KOOSALAPUR   [0210194],C - DS -OS  Basic LDD,Bench-Resourses,\n
210399,KANAKA HARINI,F,kanaka.harini@thundersoft.com,E6,27-06-2022,Active,9822561675,DURYODANULA ANIL KUMAR   [0210088],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS  GIT ADB Python,Bench-Resourses,\n
210400,ABHAY YADAV,M,abhay.yadav@thundersoft.com,E2,17-02-2022,Active,9822561676,ASISH RANJAN MUNI   [0210100],VIKAS REDDY   [0210022],C - DS -OS  ADB GIT Basic LDD,Bench-Resourses,\n
210401,MAIBOOB ALI,M,maiboob.ali@thundersoft.com,E2,21-02-2022,Abscond,9822561677,SRIVALLI OGURI   [0210023],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT,Bench-Resourses,\n
210402,GAMPA VIDYALATHA,F,vidyalatha.gampa@thundersoft.com,E6,04-07-2022,Active,9822561678,SRIKANTH CHATRADIPALLI   [0210055],SHANTHI SINDHU   [0210030],C - DS -OS  GIT,Bench-Resourses,\n
210403,VISWANATH BOMA,M,viswanath.boma@thundersoft.com,E3,28-02-2022,Active,9822561679,SIVARAM KUPPA   [0210110],SACHIN BHAYARE   [0210001],C - DS -OS  GIT,Bench-Resourses,\n
